,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,zipcode,total_sqft,yr_sold,age,basement,distance_from_city,distance_from_airport
2715,2015-04-08,1000000.0,3,2.75,3070,10739,2.0,0.0,0,3.0,10.0,98004,13809,2015,33,1.0,11.529596144040513,23.813471035847346
2716,2015-03-25,422500.0,2,1.0,800,4046,1.0,0.0,0,3.0,7.0,98117,4846,2015,80,0.0,9.71028964633709,27.987636136343482
2719,2014-06-03,223000.0,3,1.0,1030,9120,1.0,0.0,0,3.0,7.0,98032,10150,2014,59,0.0,27.682110627482373,9.241113337790893
2720,2014-07-24,410000.0,3,2.5,1740,4948,2.0,0.0,0,3.0,7.0,98053,6688,2014,12,0.0,25.21886358583851,34.94304930139888
2722,2014-11-06,390000.0,3,3.0,1490,2944,2.0,0.0,0,3.0,7.0,98199,4434,2014,27,1.0,5.980869389712592,23.823408859992405
2723,2015-02-19,298500.0,4,2.5,1890,5954,2.0,0.0,0,3.0,7.0,98092,7844,2015,16,0.0,32.737116746854376,15.059472013462075
2724,2014-09-05,749999.0,5,2.25,3060,13630,2.0,0.0,0,3.0,10.0,98006,16690,2014,31,0.0,17.25371783477364,18.85112290449917
2726,2015-01-14,570000.0,3,2.75,2730,11936,2.0,0.0,2,3.0,8.0,98034,14666,2015,42,1.0,12.742000043198376,28.84465242844361
2728,2014-08-18,649000.0,4,2.0,2240,11040,1.0,0.0,0,5.0,8.0,98033,13280,2014,59,1.0,15.677816945185695,29.47642395055486
2729,2014-10-01,283000.0,3,1.0,1740,5247,1.0,0.0,0,3.0,7.0,98168,6987,2014,73,1.0,11.467773600066812,7.120542772066831
2730,2014-09-22,699900.0,4,2.25,2380,16236,1.0,0.0,0,3.0,7.0,98008,18616,2014,59,1.0,16.12775408826386,23.210261188353044
2731,2015-02-20,278500.0,4,1.0,1540,8400,1.0,0.0,0,3.0,7.0,98058,9940,2015,49,1.0,24.29024327051482,11.38468257893588
2732,2014-11-15,700000.0,4,1.75,2340,9100,1.0,0.0,0,3.0,8.0,98052,11440,2014,45,1.0,17.38384024348445,26.23204451819295
2734,2014-09-23,234500.0,3,1.75,1310,18400,1.0,0.0,0,3.0,7.0,98168,19710,2014,66,1.0,11.877391541812212,6.662444288431472
2735,2014-08-06,374150.0,3,1.75,1390,9585,1.0,0.0,0,4.0,7.0,98133,10975,2014,47,0.0,16.0390108644441,34.4678642704114
2736,2015-03-17,397000.0,4,2.5,2201,9542,2.0,0.0,0,3.0,8.0,98198,11743,2015,14,0.0,23.133477312206946,4.953005589261337
2737,2014-09-18,613000.0,3,2.25,1960,10385,1.0,0.0,0,3.0,8.0,98008,12345,2014,32,0.0,17.3761333759912,20.445122097943088
2738,2014-06-09,1150000.0,3,2.5,2850,10474,1.0,0.0,0,4.0,8.0,98004,13324,2014,66,1.0,9.574614549226265,20.99302971694399
2739,2015-03-27,595000.0,4,1.75,1880,4080,1.0,0.0,0,3.0,7.0,98115,5960,2015,96,1.0,7.513312455469541,25.83478701885523
2740,2014-09-10,340000.0,5,2.75,2440,6858,2.0,0.0,0,3.0,8.0,98030,9298,2014,17,0.0,29.542131346914974,12.938541807915573
2741,2015-01-08,388000.0,4,2.5,2560,5800,2.0,0.0,0,3.0,9.0,98038,8360,2015,15,0.0,37.16723242067528,23.3938151586853
2742,2014-09-22,404000.0,3,1.75,1410,15210,1.0,0.0,0,3.0,7.0,98166,16620,2014,70,0.0,21.10606447758063,3.984402434710769
2744,2015-04-03,405000.0,4,2.5,2620,9359,2.0,0.0,0,3.0,9.0,98058,11979,2015,33,0.0,23.363767065547457,11.26519328148402
2745,2014-07-14,726000.0,5,3.0,2970,10335,2.0,0.0,0,3.0,9.0,98075,13305,2014,20,0.0,23.715742444991964,27.286452866485632
2746,2014-05-14,266000.0,3,2.5,1780,7214,1.0,0.0,0,4.0,7.0,98030,8994,2014,34,1.0,29.178494116495138,12.406313004053144
2749,2015-03-19,265000.0,4,1.5,1240,8158,1.0,0.0,0,4.0,7.0,98198,9398,2015,59,1.0,26.33930203143724,8.019579272729453
2750,2015-02-06,856000.0,3,2.5,2160,3920,2.0,0.0,0,3.0,9.0,98116,6080,2015,6,0.0,6.949345669387823,17.019981079741818
2751,2014-07-24,346950.0,3,2.5,2040,4348,2.0,0.0,0,4.0,8.0,98038,6388,2014,14,0.0,38.06175907079455,24.949522684001696
2753,2015-01-29,410000.0,3,2.5,2350,4456,2.0,0.0,0,3.0,7.0,98065,6806,2015,16,0.0,37.06654610565453,35.004937394881985
2756,2014-10-10,400000.0,2,2.0,1520,5010,1.0,0.0,0,3.0,7.0,98117,6530,2014,21,0.0,9.882789302821516,28.309158058664707
2757,2015-03-11,172000.0,3,1.0,1350,9680,1.0,0.0,0,4.0,7.0,98023,11030,2015,61,1.0,31.193768293046926,13.330933900650702
2758,2014-07-14,615000.0,3,1.75,1950,8480,1.0,0.0,0,4.0,8.0,98007,10430,2014,58,1.0,14.030233900474588,19.79635407214237
2759,2015-04-07,860000.0,4,3.5,3950,9600,2.0,0.0,0,3.0,10.0,98075,13550,2015,22,0.0,26.58020679658533,29.334343602749016
2760,2014-06-18,555000.0,3,1.75,2040,6000,1.0,0.0,0,5.0,7.0,98116,8040,2014,62,1.0,6.361202471938097,15.651062025816827
2761,2014-07-21,579000.0,3,2.5,1990,4040,1.5,0.0,0,5.0,8.0,98103,6030,2014,94,1.0,8.857041025950636,27.304044724746515
2762,2014-06-30,385000.0,3,1.75,1300,7030,1.0,0.0,0,3.0,7.0,98034,8330,2014,52,0.0,17.153480208898035,32.17376535120877
2763,2015-04-14,420000.0,4,2.25,2030,12000,2.0,0.0,0,3.0,7.0,98011,14030,2015,43,0.0,21.908902467038907,37.62328483707114
2764,2014-07-16,645000.0,3,1.75,2340,6750,1.5,0.0,0,5.0,7.0,98103,9090,2014,106,1.0,9.73312334218626,28.120854867694675
2765,2015-04-28,549950.0,3,2.5,2160,6288,2.0,0.0,0,3.0,8.0,98133,8448,2015,24,0.0,17.535902650029307,35.960043825340684
2767,2014-05-21,199000.0,4,2.0,2030,8120,2.0,0.0,0,3.0,7.0,98178,10150,2014,70,0.0,13.289701890063908,6.917505033422999
2768,2015-02-18,604000.0,3,1.0,1440,13824,1.0,0.0,0,4.0,7.0,98040,15264,2015,63,0.0,7.425804123498784,16.60005969643999
2771,2015-02-18,509250.0,3,2.5,2100,7600,1.0,0.0,0,4.0,7.0,98052,9700,2015,40,1.0,18.443645239074872,31.040283756007117
2773,2014-05-15,190000.0,3,1.0,1090,8520,1.0,0.0,0,3.0,7.0,98003,9610,2014,53,0.0,30.25708872088811,11.913389551072061
2775,2014-10-29,325900.0,3,2.5,2040,9765,2.0,0.0,0,3.0,8.0,98023,11805,2014,35,0.0,33.24410406107217,15.369999549950098
2776,2014-08-01,560000.0,3,3.5,2270,4088,2.0,0.0,0,3.0,8.0,98136,6358,2014,24,1.0,8.840613857585868,11.952912471202362
2777,2014-09-24,275000.0,3,2.5,1730,5799,2.0,0.0,0,4.0,7.0,98030,7529,2014,33,0.0,31.045421946235045,14.00803006993502
2780,2014-12-03,375000.0,4,2.0,1720,2410,1.0,0.0,0,3.0,7.0,98106,4130,2014,90,1.0,9.404238392223437,10.109060308308331
2781,2014-09-09,359950.0,3,1.75,1570,6975,1.0,0.0,0,3.0,7.0,98126,8545,2014,41,1.0,10.801139195280406,9.333870786341414
2784,2014-06-26,669000.0,2,1.75,1950,10766,1.0,0.0,3,4.0,6.0,98166,12716,2014,68,1.0,17.79380118033263,5.712938115053136
2785,2015-04-29,638500.0,4,2.5,1980,6568,2.0,0.0,0,3.0,8.0,98052,8548,2015,16,0.0,20.518250505479536,32.61893811062835
2786,2015-03-23,545000.0,2,1.5,1620,3760,2.0,0.0,0,5.0,7.0,98144,5380,2015,96,1.0,3.3947278532297513,17.537569323996482
2787,2014-12-26,524000.0,4,1.0,1980,7015,1.0,0.0,0,3.0,7.0,98034,8995,2014,47,1.0,17.05373317759353,32.08850886356468
2789,2014-09-09,280000.0,2,1.0,1260,4800,1.0,0.0,0,3.0,6.0,98126,6060,2014,73,1.0,10.29093934972718,10.129122726571769
2791,2014-10-17,223000.0,3,1.75,1360,10573,1.0,0.0,0,4.0,7.0,98023,11933,2014,36,0.0,34.540368260703325,17.03396081195566
2795,2014-06-18,711000.0,4,1.75,1980,10800,1.0,0.0,0,5.0,6.0,98040,12780,2014,72,1.0,9.162917343309044,15.969476162457541
2796,2014-12-04,310000.0,4,2.5,1930,7014,2.0,0.0,0,3.0,8.0,98042,8944,2014,26,0.0,27.253383948683236,11.890634839310849
2798,2014-07-01,274900.0,4,2.5,1970,6600,2.0,0.0,0,3.0,7.0,98030,8570,2014,33,0.0,31.39178921958146,14.534086734906996
2801,2014-05-23,478000.0,3,1.0,1280,2580,1.5,0.0,0,3.0,8.0,98115,3860,2014,110,0.0,7.277499643558955,25.501882364216787
2802,2014-05-21,195000.0,3,1.75,1380,7350,1.0,0.0,0,3.0,7.0,98042,8730,2014,39,1.0,32.18900465214567,17.745262209374307
2803,2015-03-05,385000.0,4,3.0,2740,10925,1.0,0.0,0,3.0,8.0,98058,13665,2015,40,1.0,23.288093414517792,13.324451001375301
2804,2014-12-01,401000.0,3,2.75,2020,9505,1.0,0.0,0,3.0,7.0,98011,11525,2014,51,1.0,17.935466098742467,33.853531862534204
2805,2014-09-26,522000.0,4,2.5,2835,6598,2.0,0.0,0,3.0,8.0,98038,9433,2014,18,0.0,33.31807813044954,21.05852218312782
2806,2015-02-24,330000.0,4,1.75,1520,14417,1.0,0.0,0,4.0,7.0,98065,15937,2015,52,0.0,40.4904735908547,38.11477955660673
2807,2014-06-03,503000.0,3,2.5,2190,4882,2.0,0.0,0,3.0,9.0,98155,7072,2014,21,0.0,17.481885514561906,35.623084507756424
2808,2015-02-12,175000.0,5,1.75,1680,8400,1.0,0.0,0,4.0,7.0,98003,10080,2015,41,0.0,33.905160775476766,15.567817288108028
2809,2015-03-20,963990.0,4,3.5,3915,6364,2.0,0.0,0,3.0,9.0,98053,10279,2015,6,0.0,25.35762008944553,34.2806354904644
2810,2014-09-29,845000.0,5,2.0,1720,9972,1.0,0.0,0,4.0,8.0,98004,11692,2014,69,0.0,9.340652047326255,22.373607629808994
2813,2014-09-18,925000.0,4,1.75,2440,11793,1.0,0.0,4,3.0,8.0,98115,14233,2014,70,1.0,9.554571356241485,26.481605141504065
2814,2015-01-05,600000.0,2,1.0,920,5029,1.0,0.0,0,4.0,7.0,98115,5949,2015,82,0.0,8.894608219357753,25.601680756812883
2815,2014-09-18,709000.0,4,1.0,1680,4087,1.5,0.0,0,3.0,7.0,98103,5767,2014,109,0.0,6.523043662780895,24.9392515643078
2817,2014-09-11,248000.0,3,2.5,2120,6840,1.0,0.0,0,3.0,7.0,98092,8960,2014,36,1.0,39.359319604362646,21.85138863653784
2818,2015-05-11,245000.0,3,1.0,910,6630,1.0,0.0,0,4.0,6.0,98103,7540,2015,108,0.0,9.667175993385836,28.106822259905865
2819,2014-05-30,332000.0,2,1.0,1000,4776,1.0,0.0,0,4.0,6.0,98108,5776,2014,78,0.0,5.3426089931471425,13.1901792093982
2820,2015-03-13,459950.0,3,2.5,2340,4273,2.0,0.0,0,3.0,7.0,98065,6613,2015,18,0.0,35.19137112190016,33.437008958610356
2824,2014-11-11,256000.0,3,2.5,1480,7200,2.0,0.0,0,5.0,7.0,98010,8680,2014,25,0.0,40.34516874179971,25.523228034704115
2827,2015-04-01,145600.0,3,1.0,1170,7560,1.0,0.0,0,3.0,6.0,98058,8730,2015,62,0.0,21.022666954906413,9.333882047242664
2828,2014-08-21,865000.0,5,3.0,2900,6730,1.0,0.0,0,5.0,8.0,98115,9630,2014,43,1.0,8.676839518353258,26.12805788601796
2831,2014-07-31,450000.0,4,1.75,1980,7350,1.0,0.0,0,3.0,7.0,98034,9330,2014,47,1.0,14.992881319323562,30.40843670462379
2835,2014-12-01,490000.0,3,1.75,1600,16510,1.0,0.0,0,3.0,8.0,98052,18110,2014,36,0.0,16.067883426676396,27.117206050637332
2836,2014-10-21,590000.0,3,2.25,2210,5742,1.0,0.0,0,3.0,8.0,98115,7952,2014,69,1.0,9.101988486690837,27.314710172443657
2837,2015-05-12,280000.0,4,1.75,2250,16000,1.0,0.0,0,3.0,8.0,98023,18250,2015,63,1.0,30.883798584581392,13.120585673155624
2838,2014-05-23,515000.0,2,1.0,1680,6500,1.0,0.0,0,4.0,7.0,98136,8180,2014,79,1.0,7.566058941998022,13.48941191849922
2839,2014-07-14,576000.0,3,1.0,1140,5395,1.0,0.0,0,4.0,7.0,98115,6535,2014,111,1.0,8.099475796952639,26.077984138450148
2840,2014-11-20,375000.0,3,1.75,1430,10574,2.0,0.0,0,3.0,7.0,98011,12004,2014,39,0.0,19.702198808764347,36.46440402520477
2841,2015-03-20,478000.0,3,1.0,1440,7107,1.0,0.0,0,4.0,7.0,98052,8547,2015,40,1.0,18.633767929195685,31.135839673491166
2842,2015-01-28,282000.0,3,1.0,1670,5200,1.0,0.0,0,5.0,7.0,98042,6870,2015,43,1.0,32.516248119104894,17.975016410942843
2846,2014-08-29,306000.0,3,1.75,1560,7500,1.0,0.0,0,4.0,8.0,98056,9060,2014,54,0.0,17.61708151790029,10.442335803942088
2847,2014-06-09,341000.0,4,1.75,1920,7665,1.0,0.0,0,4.0,8.0,98058,9585,2014,45,1.0,23.651724731096124,13.058736026839066
2848,2014-11-03,399950.0,3,2.5,1400,4400,1.0,0.0,0,3.0,7.0,98106,5800,2014,90,0.0,6.509507378171063,13.059682742130658
2849,2014-11-20,534000.0,5,2.0,2280,3600,2.0,0.0,0,3.0,7.0,98122,5880,2014,28,0.0,2.276028022472542,18.01001420971722
2851,2015-03-24,350000.0,2,1.0,1350,3880,1.0,0.0,0,3.0,6.0,98103,5230,2015,93,1.0,8.49207596781211,26.930502793806042
2852,2015-02-17,856000.0,3,1.5,1480,2700,1.5,0.0,0,3.0,7.0,98112,4180,2015,92,0.0,2.8678458869971983,19.9426195732774
2853,2014-09-23,582000.0,4,3.0,1670,1189,3.0,0.0,0,3.0,8.0,98122,2859,2014,20,1.0,2.7303762009558326,19.40846243299605
2854,2014-07-29,799000.0,4,2.5,3400,6742,2.0,0.0,0,3.0,9.0,98052,10142,2014,16,0.0,18.931419399536306,31.97960645535573
2860,2015-04-24,441500.0,3,1.75,1510,7700,1.0,0.0,0,3.0,7.0,98034,9210,2015,52,0.0,17.037452009415276,32.65596696555516
2863,2015-04-27,450000.0,2,1.0,740,5100,1.0,0.0,0,4.0,7.0,98115,5840,2015,73,0.0,8.261135713896229,26.131561659254526
2864,2014-09-08,425000.0,3,2.25,1630,10500,1.0,0.0,0,3.0,7.0,98034,12130,2014,46,1.0,14.261284412530479,30.84942477515911
2866,2014-06-16,763101.0,3,1.75,1990,5560,1.0,0.0,0,4.0,7.0,98105,7550,2014,81,1.0,7.1914222632023295,24.52263208315001
2867,2015-04-07,499000.0,4,2.75,2250,14149,2.0,0.0,0,3.0,9.0,98019,16399,2015,28,0.0,31.301927963719223,41.22083584440383
2872,2014-12-15,499000.0,2,1.0,1450,3090,2.0,0.0,0,3.0,7.0,98103,4540,2014,101,0.0,8.72899425874198,27.17218520468781
2873,2015-05-05,600000.0,3,1.75,2040,5000,1.5,0.0,0,3.0,7.0,98115,7040,2015,96,1.0,7.983859303103034,25.787797986940387
2874,2014-09-16,720000.0,4,1.75,2620,11041,1.5,0.0,0,4.0,9.0,98005,13661,2014,58,0.0,12.132294416096913,19.607907825210514
2875,2015-02-25,195000.0,2,2.0,1180,2553,2.0,0.0,0,3.0,6.0,98038,3733,2015,15,0.0,37.17154040902285,23.594978850625488
2876,2014-05-07,249000.0,3,1.0,1110,8423,1.0,0.0,0,3.0,7.0,98166,9533,2014,68,0.0,15.145362032339586,4.364071295624827
2877,2015-02-02,334000.0,3,2.25,1840,9781,2.0,0.0,0,3.0,7.0,98019,11621,2015,31,0.0,30.340213893041625,40.52808951501103
2878,2014-11-07,599950.0,4,1.75,2720,7810,1.0,0.0,0,3.0,8.0,98115,10530,2014,68,1.0,8.782484180847995,26.180043846881198
2879,2015-02-17,149900.0,2,1.75,1090,1950,1.0,0.0,0,4.0,8.0,98198,3040,2015,38,0.0,25.566829342565832,7.37775063310584
2881,2014-08-07,525000.0,4,1.5,1170,6240,1.0,0.0,0,4.0,6.0,98040,7410,2014,60,0.0,10.103890368058195,12.883456866183401
2883,2014-05-08,402000.0,3,2.5,1960,8000,1.0,0.0,0,4.0,7.0,98034,9960,2014,43,1.0,17.5230503492412,32.610443965921085
2884,2014-06-20,450000.0,3,2.0,1430,3480,1.0,0.0,0,3.0,7.0,98103,4910,2014,73,1.0,8.822109794667425,27.220365410199264
2886,2014-12-04,205000.0,3,1.75,1420,6980,1.0,0.0,0,5.0,7.0,98023,8400,2014,40,1.0,35.719465702980294,18.04593445657374
2889,2014-08-12,406650.0,2,1.0,1070,6100,1.0,0.0,0,3.0,6.0,98126,7170,2014,80,0.0,5.278462891450547,15.126974180832296
2891,2015-04-23,425000.0,4,1.75,1820,6000,1.0,0.0,0,3.0,7.0,98115,7820,2015,78,1.0,9.275333353723822,27.079403020879834
2893,2014-12-01,180000.0,3,1.0,1960,9583,2.0,0.0,0,2.0,5.0,98056,11543,2014,112,0.0,16.811186109783616,11.956236558064566
2895,2015-03-03,435000.0,4,2.0,2030,4033,2.0,0.0,0,4.0,7.0,98133,6063,2015,95,1.0,10.856420600497733,29.27740015394314
2899,2014-07-25,311000.0,3,1.0,1640,12060,1.0,0.0,0,4.0,7.0,98059,13700,2014,60,0.0,18.735946089594773,12.635045586415318
2900,2014-09-11,305000.0,4,2.25,2130,9600,1.0,0.0,0,4.0,7.0,98031,11730,2014,54,0.0,23.702356178614124,7.669369151440688
2901,2014-07-25,675000.0,3,2.5,2550,4954,1.5,0.0,0,4.0,7.0,98144,7504,2014,96,1.0,5.083772974491303,14.737872824742292
2903,2014-08-05,430000.0,3,1.5,1690,9708,1.5,0.0,0,5.0,7.0,98006,11398,2014,66,0.0,15.419814810712651,19.031837366765362
2906,2014-10-07,579950.0,3,3.5,1420,1217,2.0,0.0,0,3.0,8.0,98115,2637,2014,17,1.0,8.34160317985148,26.628762338188405
2907,2015-02-11,476000.0,3,2.25,1570,7187,1.0,0.0,0,4.0,8.0,98133,8757,2015,40,1.0,17.005592383374214,35.445078380228345
2910,2014-10-07,240000.0,3,1.0,1470,7350,1.0,0.0,0,3.0,7.0,98032,8820,2014,51,0.0,27.630483373898862,9.182108096709161
2914,2014-09-15,765000.0,4,1.0,2520,5500,1.5,0.0,0,5.0,8.0,98144,8020,2014,108,1.0,4.606653349962871,15.014292777412624
2916,2014-12-04,160000.0,3,1.0,1200,8360,1.0,0.0,0,2.0,6.0,98118,9560,2014,72,0.0,8.443060633331587,10.984119841657153
2917,2014-08-15,772000.0,4,2.5,2990,9643,2.0,0.0,0,3.0,9.0,98074,12633,2014,17,0.0,23.42664470753711,29.318107671758277
2918,2014-11-11,1130000.0,5,1.75,1910,5640,2.0,0.0,0,4.0,9.0,98112,7550,2014,114,0.0,2.607438833347472,20.165165562614142
2919,2014-05-24,479000.0,3,1.0,1370,3000,1.5,0.0,0,3.0,7.0,98103,4370,2014,96,0.0,6.104439718037662,24.54517231219983
2920,2015-05-05,570000.0,3,2.5,1910,4941,2.0,0.0,0,3.0,8.0,98075,6851,2015,21,0.0,23.935634225450453,27.52431115640595
2921,2014-07-10,350000.0,4,1.0,1170,8147,1.5,0.0,0,3.0,6.0,98125,9317,2014,61,0.0,13.784654478709886,31.635327319130255
2922,2014-11-01,353000.0,3,2.5,1250,864,3.0,0.0,0,3.0,8.0,98115,2114,2014,16,0.0,10.060003896724222,28.280554351933425
2926,2014-10-20,500000.0,4,2.25,2080,8000,1.0,0.0,0,3.0,8.0,98008,10080,2014,56,1.0,16.766884251030085,24.763440244980167
2927,2014-07-09,700000.0,3,1.0,1410,7200,2.0,0.0,0,4.0,6.0,98144,8610,2014,119,0.0,3.030959752774663,16.541437438082262
2929,2015-03-11,1010000.0,4,3.5,3500,4080,2.0,0.0,2,3.0,9.0,98115,7580,2015,16,1.0,8.979137438754806,26.663641536850573
2931,2015-01-28,276000.0,3,1.75,2240,9200,1.0,0.0,0,4.0,7.0,98001,11440,2015,52,1.0,38.47674867011276,20.051752083554558
2938,2014-06-03,550000.0,4,2.5,2170,9600,1.0,0.0,0,3.0,7.0,98052,11770,2014,40,1.0,18.201810655862445,29.628390083381284
2940,2014-09-02,275436.0,4,2.75,2170,9658,1.5,0.0,0,3.0,7.0,98030,11828,2014,54,0.0,28.215695440623943,11.460333831697303
2941,2014-05-25,325000.0,4,3.5,2630,3435,1.5,0.0,3,3.0,7.0,98188,6065,2014,36,1.0,19.74789745425762,2.4018395731386653
2943,2015-04-23,513000.0,3,1.75,1710,5000,1.0,0.0,0,4.0,7.0,98107,6710,2015,76,1.0,7.251371774704823,25.56156939495477
2946,2014-09-22,265000.0,3,1.0,1400,9460,1.0,0.0,0,3.0,7.0,98168,10860,2014,59,1.0,10.733273890136044,7.733501477282089
2947,2014-10-14,313000.0,4,1.75,1630,3000,1.0,0.0,0,3.0,7.0,98144,4630,2014,42,1.0,2.619516116156648,16.954434627362872
2951,2014-09-04,438000.0,4,2.5,1970,8545,2.0,0.0,0,3.0,8.0,98059,10515,2014,16,0.0,19.81743832457546,13.30441503145141
2953,2014-10-06,329500.0,3,1.0,1080,5250,1.0,0.0,0,4.0,7.0,98133,6330,2014,73,0.0,13.655974091107444,32.0358088157449
2959,2014-06-19,464000.0,3,1.0,1320,3625,2.0,0.0,0,3.0,7.0,98122,4945,2014,120,0.0,3.5507694214304917,17.959753425374945
2960,2014-12-08,310000.0,3,1.0,1210,7649,1.0,0.0,0,4.0,7.0,98155,8859,2014,64,0.0,17.958910334824736,36.22552252296519
2961,2014-09-18,580000.0,3,1.5,1860,7190,2.0,0.0,1,5.0,7.0,98177,9050,2014,68,0.0,18.669113159591124,37.07804023234149
2963,2015-03-17,510000.0,2,1.0,810,6480,1.0,0.0,0,5.0,6.0,98199,7290,2015,78,0.0,6.57212223824233,23.979223269483814
2967,2014-10-08,855000.0,3,2.25,3440,10628,2.0,0.0,2,3.0,10.0,98006,14068,2014,35,0.0,17.69372669191524,19.814306758912267
2970,2014-07-02,435000.0,3,2.5,1900,7984,2.0,0.0,0,3.0,8.0,98011,9884,2014,27,0.0,18.3734345190212,34.27335639294318
2973,2014-09-16,427000.0,3,2.5,2050,3218,3.0,0.0,0,3.0,7.0,98133,5268,2014,12,0.0,17.03574354622872,35.44161573648218
2976,2014-09-03,495000.0,2,1.5,1920,6250,1.0,0.0,0,3.0,7.0,98199,8170,2014,83,1.0,6.341816510094273,23.911454824092516
2977,2014-06-25,299950.0,3,2.5,1870,7942,2.0,0.0,0,3.0,7.0,98001,9812,2014,30,0.0,29.860243266870945,11.41233173854971
2979,2014-08-12,385000.0,3,1.75,2160,5863,1.5,0.0,0,4.0,7.0,98144,8023,2014,92,1.0,4.184437741137204,14.409318311186928
2980,2014-06-25,740000.0,4,2.5,3000,10392,2.0,0.0,0,3.0,9.0,98027,13392,2014,25,0.0,22.937619643071947,21.522759986737547
2982,2014-08-13,765000.0,3,2.75,2250,9600,2.5,0.0,0,4.0,9.0,98122,11850,2014,111,1.0,3.6466610871479648,17.786730085260608
2983,2014-09-04,802000.0,4,2.25,2130,8734,2.0,0.0,2,4.0,8.0,98006,10864,2014,59,0.0,13.819187858768661,17.3293676453619
2987,2015-04-10,425000.0,4,2.5,1920,9000,2.0,0.0,0,2.0,7.0,98126,10920,2015,31,0.0,10.628693609889968,9.482835463061713
2988,2014-07-22,765000.0,5,1.75,2440,15143,1.5,0.0,4,4.0,8.0,98146,17583,2014,76,1.0,12.84920250068717,7.667786784735051
2989,2014-08-07,313500.0,3,2.25,1440,3488,2.0,0.0,0,4.0,7.0,98034,4928,2014,37,0.0,18.41121247710628,33.05564926118204
2990,2014-08-20,320000.0,3,1.0,1780,6840,2.0,0.0,0,4.0,6.0,98125,8620,2014,73,0.0,13.481802887302072,31.49910335204214
2991,2015-02-10,604000.0,4,1.75,1490,4485,1.0,0.0,0,3.0,8.0,98199,5975,2015,60,1.0,5.878990325179574,22.893403835278143
2992,2015-02-12,570000.0,3,2.0,1400,1657,2.0,0.0,0,3.0,8.0,98112,3057,2015,16,1.0,3.067577940154277,19.56594684284855
2993,2014-05-20,639000.0,4,2.5,2150,12028,2.0,0.0,0,4.0,8.0,98052,14178,2014,38,0.0,21.649270482984672,34.444966224630356
2994,2014-08-22,335000.0,4,2.0,1910,10200,1.0,0.0,0,4.0,7.0,98059,12110,2014,57,0.0,20.76234537082285,13.316636611236019
2995,2014-10-14,896000.0,4,1.75,2660,3520,2.0,0.0,0,4.0,8.0,98115,6180,2014,103,1.0,7.641833929723288,25.646973020833688
2996,2014-06-27,259500.0,3,1.75,1650,12349,1.0,0.0,0,3.0,7.0,98188,13999,2014,63,0.0,18.874679881205967,1.4874627506845686
2998,2015-05-06,307450.0,4,2.75,2690,8874,1.0,0.0,0,3.0,8.0,98023,11564,2015,40,1.0,33.55422773852343,16.27940324016433
2999,2014-08-25,535000.0,3,1.75,1380,3561,1.0,0.0,0,4.0,7.0,98117,4941,2014,95,1.0,9.529063132898317,27.506567602559606
3000,2014-06-30,669500.0,4,2.25,2500,4046,1.5,0.0,0,4.0,7.0,98117,6546,2014,80,1.0,9.575730224949995,27.846592961688664
3002,2014-12-31,441000.0,4,1.5,1100,3300,1.0,0.0,0,1.0,7.0,98122,4400,2014,101,0.0,3.0546976203856233,17.75971275280215
3004,2014-05-13,530000.0,2,2.0,1680,4950,1.0,0.0,0,3.0,8.0,98053,6630,2014,14,0.0,26.50533280749913,37.136524997818086
3005,2014-07-28,524000.0,2,2.0,1450,2272,1.0,0.0,0,4.0,6.0,98112,3722,2014,96,1.0,4.854794794771981,21.104691429181752
3008,2014-11-03,210000.0,3,1.0,1230,12201,1.0,0.0,0,3.0,7.0,98042,13431,2014,51,0.0,34.54190409971275,17.960062708499343
3010,2014-06-19,945000.0,2,2.5,2540,7089,2.0,0.0,0,3.0,9.0,98116,9629,2014,16,0.0,6.972058580390284,16.838162174585058
3012,2015-04-17,219950.0,3,1.5,1070,6601,1.0,0.0,0,3.0,6.0,98002,7671,2015,35,0.0,34.28644690725498,16.245991176196853
3015,2015-03-31,540000.0,3,1.75,2110,7129,1.0,0.0,0,3.0,8.0,98052,9239,2015,38,1.0,21.556134699952374,34.36230898640639
3016,2014-09-10,485000.0,5,2.0,1910,5508,1.0,0.0,0,3.0,7.0,98133,7418,2014,52,1.0,11.09281827556907,29.53481085630928
3019,2015-04-01,502000.0,3,2.75,2010,11200,1.0,0.0,0,3.0,8.0,98028,13210,2015,41,1.0,19.315928376997263,36.769552086610496
3022,2014-07-02,453000.0,3,2.0,1660,15050,1.0,0.0,0,3.0,7.0,98034,16710,2014,37,1.0,16.349796319970043,31.79544944522535
3023,2015-02-27,367000.0,4,1.0,1820,5500,1.5,0.0,0,3.0,6.0,98106,7320,2015,73,0.0,10.163729186129332,9.518390015054292
3024,2014-05-23,550000.0,3,2.5,2510,5400,2.0,0.0,0,3.0,9.0,98056,7910,2014,28,0.0,13.73301602457343,11.160169979979834
3026,2014-10-07,505000.0,4,3.0,2280,7400,1.0,0.0,0,3.0,7.0,98125,9680,2014,42,0.0,11.650792535319276,29.72263758604077
3028,2014-05-09,565000.0,4,2.25,2470,7447,2.0,0.0,0,3.0,8.0,98155,9917,2014,36,0.0,16.35300724795218,34.23042866171768
3030,2014-09-25,160000.0,4,1.0,1520,7298,1.5,0.0,0,3.0,7.0,98198,8818,2014,60,0.0,26.45014324111294,8.130369006322915
