,id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,waterfront,view,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,Age_of_House,Years_last_renovation,basement,distance_from_seattle,distance_from_bellevue,distance_from_a_city,distance_from_airport
1555,7852160070,2015-01-05,937500.0,5,3.75,4210,14599,0.0,3.0,4210,0.0,2004,2004,98065,47.5364,-121.85799999999999,3950,13591,16,16,False,36.648417916567816,26.97366410909624,26.97366410909624,34.87539574805716
1556,7214700160,2014-05-09,610000.0,3,3.0,2480,45302,0.0,0.0,1620,860.0,1976,1976,98077,47.7591,-122.073,1260,14100,44,44,True,25.817994528748777,19.08833123684459,19.08833123684459,39.02785190580131
1558,1972201820,2014-10-16,610000.0,4,2.0,2130,2620,0.0,0.0,1650,0.0,1919,1919,98103,47.6515,-122.346,1330,2719,101,101,False,4.900122789626134,11.803429205075165,4.900122789626134,23.347018680833422
1559,9477000060,2015-03-31,434500.0,3,1.75,1650,7965,0.0,0.0,1650,0.0,1967,1967,98034,47.7335,-122.193,1560,7350,53,53,False,17.53944845791296,13.69399763636958,13.69399763636958,33.23439367691122
1561,1231000520,2014-11-18,607010.0,4,2.5,2180,4000,0.0,0.0,1700,480.0,2002,2002,98118,47.5553,-122.26899999999999,2180,4000,18,18,True,7.675434596863309,7.9805458323531715,7.675434596863309,12.6584094410926
1562,7522500070,2015-02-04,610000.0,3,1.0,1800,5750,0.0,0.0,1040,760.0,1947,1947,98117,47.68600000000001,-122.395,1320,5625,73,73,True,9.755499172853987,16.80038360226847,9.755499172853987,27.836940844435844
1563,4215250310,2014-09-19,828500.0,4,2.5,3720,35000,0.0,0.0,3720,0.0,1983,1983,98072,47.7582,-122.13,3720,35000,37,37,False,22.674562623938396,17.25669962432733,17.25669962432733,37.256691228771444
1564,5560000070,2014-07-07,199990.0,3,1.0,1100,8560,0.0,0.0,1100,0.0,1961,1961,98023,47.32899999999999,-122.338,1120,8470,59,59,False,31.00608163299173,32.92578990906719,31.00608163299173,13.019282515947124
1565,1545804460,2015-04-01,294000.0,3,1.75,1530,9362,0.0,0.0,1530,0.0,1987,1987,98038,47.3643,-122.04899999999999,1480,8125,33,33,False,34.57269164488149,29.622636822992032,29.622636822992032,20.944344791750826
1566,9510970310,2014-06-12,789500.0,4,2.5,3010,6100,0.0,0.0,3010,0.0,2005,2005,98052,47.6647,-122.08,2890,5176,15,15,False,20.118489601674085,10.866874685308794,10.866874685308794,29.670191933229496
1567,98030160,2015-02-12,797000.0,3,3.5,3500,9473,0.0,0.0,3500,0.0,2008,2008,98075,47.5807,-121.97200000000001,3510,7833,12,12,False,27.38443434623243,17.451053111975803,17.451053111975803,29.06082797529756
1568,7853300070,2014-08-18,539950.0,5,3.0,3100,5250,0.0,0.0,3100,0.0,2006,2006,98065,47.5369,-121.88799999999999,2460,5250,14,14,False,34.44345799147292,24.822589806485613,24.822589806485613,32.747781814834646
1569,934300140,2015-03-23,284950.0,4,1.5,2000,6778,0.0,0.0,1170,830.0,1962,1962,98198,47.3708,-122.311,1940,7531,58,58,True,26.422711495286844,27.8821881042329,26.422711495286844,8.114375358211516
1570,1245001820,2015-04-29,776500.0,4,1.5,2290,10372,0.0,0.0,1510,780.0,1965,1987,98033,47.6888,-122.199,1900,8109,55,33,True,13.583393048024892,8.71555678857083,8.71555678857083,28.320020881292276
1571,1974200060,2015-04-24,525000.0,4,2.5,2400,10070,0.0,0.0,1510,890.0,1967,1967,98034,47.7104,-122.24,2030,9964,53,53,True,13.42349656818758,11.498033960052846,11.498033960052846,30.012257007051648
1572,7300410060,2015-04-25,303000.0,3,2.5,1850,4957,0.0,0.0,1850,0.0,1999,1999,98092,47.3311,-122.17,2400,6367,21,21,False,33.1790621411974,31.12022586957524,31.12022586957524,15.945473267798986
1574,7888000390,2014-06-27,140000.0,3,1.0,1060,7473,0.0,0.0,1060,0.0,1959,1959,98198,47.3699,-122.309,1320,7912,61,61,False,26.53318858281433,27.933622446779967,26.53318858281433,8.202522006102862
1575,7888000390,2015-04-01,235000.0,3,1.0,1060,7473,0.0,0.0,1060,0.0,1959,1959,98198,47.3699,-122.309,1320,7912,61,61,False,26.53318858281433,27.933622446779967,26.53318858281433,8.202522006102862
1576,1529300435,2014-11-20,440000.0,3,1.0,1610,5500,0.0,0.0,1610,0.0,1903,1903,98103,47.698,-122.351,1200,5701,117,117,False,10.069806202616245,14.880373338388674,10.069806202616245,28.517183237951908
1577,2960900045,2014-07-18,605000.0,3,1.75,2330,6000,0.0,0.0,1630,700.0,1940,1940,98126,47.5765,-122.37799999999999,1600,4000,80,80,True,4.750528651267332,13.811864007941844,4.750528651267332,15.846826681833598
1578,3959400135,2014-06-02,380000.0,2,1.0,1210,4800,0.0,0.0,1060,150.0,1950,1950,98108,47.5625,-122.316,1380,4800,70,70,True,5.2577167822584485,10.149901605943649,5.2577167822584485,13.262545041352144
1579,7972600765,2014-06-25,352000.0,4,1.0,1530,8890,0.0,0.0,980,550.0,1925,1925,98106,47.5308,-122.35,1100,5203,95,95,True,8.652075202670597,14.266676456019106,8.652075202670597,10.353361576622063
1580,7214810550,2015-04-13,420000.0,4,2.25,2270,12000,0.0,0.0,1360,910.0,1979,1979,98072,47.7559,-122.148,2500,10120,41,41,True,21.59057310302304,16.644404935162196,16.644404935162196,36.570224095637876
1581,3271801090,2015-04-30,1180000.0,4,2.0,2590,7220,0.0,2.0,2590,0.0,1930,1930,98199,47.647,-122.41,2530,6380,90,90,False,7.083759236017451,16.19606989162254,7.083759236017451,24.025044881214644
1582,8964800370,2014-10-22,1380000.0,3,1.5,1850,10572,0.0,0.0,1850,0.0,1953,1953,98004,47.6194,-122.208,3030,12752,67,67,False,9.610043298352517,1.1428734684553565,1.1428734684553565,20.76688839932148
1583,8019200030,2014-09-26,300000.0,3,1.5,1500,14750,0.0,0.0,1500,0.0,1933,1933,98168,47.495,-122.318,1270,15100,87,87,False,12.62441171899721,15.550401269167116,12.62441171899721,5.848110853144918
1585,3013301525,2014-10-13,453500.0,2,1.5,1710,4189,0.0,1.0,1160,550.0,1951,1951,98136,47.5286,-122.383,1530,5608,69,69,True,9.525696777987047,16.41490097463933,9.525696777987047,11.253652147918654
1586,3303100075,2014-10-14,443500.0,3,2.0,1920,7598,0.0,0.0,1920,0.0,1972,1972,98177,47.7735,-122.363,2220,7598,48,48,False,18.50723849725518,21.81766719899863,18.50723849725518,36.95305366335296
1587,2004100075,2015-03-26,332000.0,2,1.0,1150,8138,0.0,0.0,1150,0.0,1954,1954,98155,47.736999999999995,-122.325,1300,8139,66,66,False,14.353870295498494,16.86801651831188,14.353870295498494,32.65699422042836
1588,4221270340,2015-03-27,655000.0,3,2.5,2320,4721,0.0,0.0,2320,0.0,2004,2004,98075,47.591,-122.01700000000001,2250,4356,16,16,False,23.915917605687785,13.930454518079092,13.930454518079092,26.92404376486347
1590,1471630350,2014-10-24,372500.0,3,1.75,1550,12956,0.0,0.0,1210,340.0,1988,1988,98045,47.4711,-121.75200000000001,1630,15360,32,32,True,46.31824425716276,37.04614021928486,37.04614021928486,41.41246632906452
1591,1250203335,2014-05-27,1050000.0,4,2.5,2920,7200,0.0,3.0,1470,1450.0,1921,2006,98144,47.5947,-122.288,3210,6825,99,14,True,3.831367793517069,6.771017100916999,3.831367793517069,16.82825508751799
1593,5315100737,2014-05-28,900000.0,6,2.75,2300,24773,0.0,0.0,2300,0.0,1950,1985,98040,47.5833,-122.242,2720,11740,70,35,False,7.502453351321693,4.317840476023495,4.317840476023495,16.162819056691298
1594,3333002440,2014-06-04,327500.0,3,1.0,1070,7140,0.0,0.0,1070,0.0,1989,1989,98118,47.5427,-122.288,1390,2374,31,31,False,8.073441804491424,9.97071659966771,8.073441804491424,11.066126383715577
1595,2130702205,2015-04-06,390000.0,3,1.75,1790,7123,0.0,0.0,1790,0.0,1913,1913,98019,47.7429,-121.98100000000001,1660,8128,107,107,False,30.44558523351443,22.068805314713355,22.068805314713355,41.037520512128665
1597,194000575,2014-10-14,455000.0,4,1.0,1340,5800,0.0,2.0,1340,0.0,1914,1914,98116,47.5658,-122.389,1900,5800,106,106,False,6.187450206302449,14.958740224060504,6.187450206302449,15.084884331136113
1598,1531000140,2014-07-01,650000.0,4,2.5,3350,46748,0.0,0.0,3350,0.0,2004,2004,98010,47.3432,-122.025,3350,39683,16,16,False,37.53262028095849,32.4900913066892,32.4900913066892,23.611355536801288
1599,2125049139,2014-08-06,895000.0,3,2.5,2500,7746,0.0,0.0,1910,590.0,1993,1993,98112,47.6393,-122.311,2480,5099,27,27,True,3.9197270106101127,8.865915371561927,3.9197270106101127,21.76446846501731
1600,3623500135,2015-03-26,800000.0,4,2.25,2350,10664,0.0,1.0,1510,0.0,1952,1952,98040,47.5743,-122.238,2350,10140,68,68,False,8.189309485005548,4.888518286649256,4.888518286649256,15.295600770525256
1601,7805460310,2014-11-13,703770.0,4,2.25,2550,12918,0.0,0.0,2550,0.0,1987,1987,98006,47.5623,-122.109,2550,11036,33,33,False,17.696691908779208,8.70392195968864,8.70392195968864,19.578792385322245
1602,3021059244,2014-08-14,249950.0,3,1.75,1320,10454,0.0,0.0,1320,0.0,1968,1968,98002,47.2844,-122.21600000000001,1680,10183,52,52,False,37.05987119160896,36.24264259334075,36.24264259334075,18.82374714777941
1603,925049360,2015-04-28,512000.0,2,2.0,1270,3881,0.0,0.0,610,660.0,1926,1926,98105,47.6694,-122.29799999999999,1370,5000,94,94,True,7.36745912107049,9.804090681433683,7.36745912107049,25.099551392198354
1604,3286800260,2015-05-06,780000.0,5,2.5,3480,74052,0.0,0.0,1980,1500.0,1972,1972,98027,47.4961,-122.06299999999999,2610,65775,48,48,True,23.902701560313535,16.367200543481648,16.367200543481648,18.854865617027276
1605,4137010240,2014-07-16,336000.0,3,2.25,2820,11625,0.0,0.0,2820,0.0,1986,1986,98092,47.2621,-122.21799999999999,2290,8488,34,34,False,39.43564425491556,38.72433226241903,38.72433226241903,21.123996138620477
1606,9368700341,2014-08-22,285000.0,3,2.0,2110,6900,0.0,0.0,1220,890.0,1955,1955,98178,47.504,-122.26,1350,7683,65,65,True,12.859830954478387,12.63071761642707,12.63071761642707,7.410958004256295
1607,3832310350,2014-10-21,229900.0,3,1.75,1100,7224,0.0,0.0,1100,0.0,1981,1981,98032,47.3717,-122.277,1700,8447,39,39,False,26.62105925992735,27.135218558170024,26.62105925992735,8.196454007881263
1608,324000350,2015-04-15,667500.0,4,3.0,1920,4000,0.0,0.0,1540,380.0,1931,1931,98116,47.5718,-122.385,1660,4000,89,89,True,5.490239192015319,14.464011124035363,5.490239192015319,15.564791646535104
1610,1422300140,2014-09-05,454000.0,3,2.5,2530,43733,0.0,0.0,1530,1000.0,1991,1991,98045,47.46,-121.708,1730,43548,29,29,True,49.84580505012271,40.56470931947929,40.56470931947929,44.64724377853743
1611,6127011000,2014-05-08,537500.0,4,2.5,2550,4630,0.0,0.0,2550,0.0,2005,2005,98075,47.5928,-122.00399999999999,2550,5151,15,15,False,24.87228920320437,14.865754490087893,14.865754490087893,27.823032314243914
1613,3295750550,2014-11-24,290000.0,3,2.0,1760,6600,0.0,0.0,1760,0.0,1998,1998,98030,47.3836,-122.184,2590,6600,22,22,False,27.39920532702291,25.231813146967568,25.231813146967568,11.075148465708049
1614,7960100260,2014-07-01,349500.0,3,2.0,1270,3600,0.0,0.0,1270,0.0,1963,1963,98122,47.6099,-122.29700000000001,1660,3600,57,57,False,2.867115758515905,7.216539315087505,2.867115758515905,18.489412485309256
1615,7625700012,2014-12-02,370000.0,3,2.75,1250,1655,0.0,0.0,830,420.0,2006,2006,98136,47.5554,-122.382,1520,3001,14,14,True,6.819584626097518,14.901383349774658,6.819584626097518,13.815953017996103
1616,5418200295,2015-03-09,549500.0,3,1.75,1620,8438,0.0,0.0,1620,0.0,1961,1961,98125,47.703,-122.281,2040,9450,59,59,False,11.307366238101931,11.919984978732117,11.307366238101931,28.873424899279623
1617,7454000295,2015-01-30,245000.0,2,1.0,710,6322,0.0,0.0,710,0.0,1942,1942,98126,47.5165,-122.376,740,6720,78,78,False,10.620347421014207,16.782795484239493,10.620347421014207,9.843614959454131
1618,8100000060,2014-07-29,208000.0,3,1.75,1070,7200,0.0,0.0,1070,0.0,1994,1994,98010,47.3134,-122.023,1480,7200,26,26,False,40.272762688756984,35.59914812389814,35.59914812389814,25.472517979381564
1619,1310500550,2014-12-20,248000.0,4,2.25,2320,8760,0.0,0.0,1160,1160.0,1966,1966,98032,47.3627,-122.285,1970,8690,54,54,True,27.519521506217504,28.242276277668015,27.519521506217504,9.070975264184435
1620,9485950310,2014-10-03,610000.0,4,3.25,5450,37058,0.0,0.0,5450,0.0,1984,1984,98042,47.351000000000006,-122.087,2800,35716,36,36,False,34.10418574523307,30.06118804890884,30.06118804890884,19.143952052170558
1621,4213910030,2015-04-01,550000.0,4,2.5,1670,5116,0.0,0.0,1670,0.0,1999,1999,98155,47.7667,-122.33,1910,7210,21,21,False,17.638346543313805,19.883402901926004,17.638346543313805,35.97325024658643
1622,1223089083,2014-10-28,750000.0,3,2.75,3010,206910,0.0,2.0,3010,0.0,2001,2001,98045,47.4881,-121.721,1580,120675,19,19,False,47.954796955346715,38.45830782895095,38.45830782895095,43.90133735298369
1623,2143700861,2014-10-30,192000.0,2,1.75,1340,7380,0.0,0.0,1340,0.0,1940,1940,98055,47.4785,-122.229,1980,9600,80,80,False,16.448641793610225,14.808166913963085,14.808166913963085,6.699805542378293
1624,5016003230,2015-02-18,169317.0,2,1.0,790,4000,0.0,2.0,790,0.0,1908,1908,98112,47.6248,-122.301,1700,4200,112,112,False,3.167086959905538,7.683933732147071,3.167086959905538,20.141932000296663
1625,1338801019,2014-07-01,1200000.0,4,3.5,3400,3850,0.0,0.0,2790,610.0,2008,2008,98112,47.6258,-122.302,2030,4000,12,12,True,3.174813289466107,7.7808562092703015,3.174813289466107,20.253012589816073
1626,3592500565,2014-10-29,880000.0,2,1.0,1530,6350,0.0,0.0,1530,0.0,1923,1923,98112,47.6325,-122.303,2640,6350,97,97,False,3.634517171764395,8.04879607356577,3.634517171764395,20.997775691218667
1628,8645500160,2015-01-07,180500.0,3,1.5,1540,9800,0.0,0.0,1010,530.0,1973,1973,98058,47.4676,-122.184,1600,8250,47,47,True,19.289308343006805,15.915465239710795,15.915465239710795,9.23598198640574
1629,8651520240,2014-07-28,540000.0,4,2.0,1990,29078,0.0,0.0,1990,0.0,1984,1984,98074,47.6471,-122.057,2310,28353,36,36,False,21.280588829529478,11.507825994848629,11.507825994848629,29.128230027670472
1630,9408300310,2014-06-24,520000.0,3,1.75,2300,35722,0.0,0.0,2300,0.0,1984,1984,98072,47.7455,-122.11200000000001,2600,34798,36,36,False,22.632728715917843,16.415955472554373,16.415955472554373,36.440681072981846
1631,4202400135,2014-06-26,177500.0,3,1.5,1220,6000,0.0,0.0,1220,0.0,1968,1968,98055,47.4904,-122.22200000000001,1660,6000,52,52,False,15.58414112219054,13.428155134683276,13.428155134683276,7.932179303224479
1632,7129300935,2014-11-05,415000.0,3,1.75,2380,5650,0.0,2.0,1190,1190.0,1956,1956,98118,47.5119,-122.255,2350,6554,64,64,True,12.256206512726159,11.676983409648624,11.676983409648624,8.365271958379804
1633,8143000310,2014-09-09,495000.0,4,2.5,2020,7200,0.0,0.0,1010,1010.0,1968,1968,98034,47.7289,-122.20100000000001,1620,7275,52,52,True,16.771020989207432,13.170793015617063,13.170793015617063,32.59514757700118
1634,6082400152,2015-03-04,325000.0,3,2.25,1890,9646,0.0,0.0,1890,0.0,1966,1966,98168,47.4838,-122.29899999999999,1580,9488,54,54,False,14.06724912720581,15.882176533047787,14.06724912720581,4.477688529736902
1635,6838000520,2015-02-20,440000.0,2,1.75,1330,4903,0.0,0.0,1330,0.0,1985,1985,98052,47.6819,-122.161,1470,2735,35,35,False,15.409176420813019,8.484815364320678,8.484815364320678,28.509880127012394
1636,4023500118,2014-07-23,411000.0,3,1.75,1490,9844,0.0,0.0,1190,300.0,1959,1959,98155,47.7626,-122.29700000000001,1840,10150,61,61,True,17.41416896207602,18.386514550921095,17.41416896207602,35.45663044103459
1637,8952900204,2014-10-29,810000.0,5,3.5,3550,9600,0.0,0.0,2550,1000.0,1998,1998,98118,47.5484,-122.26899999999999,2030,9600,22,22,True,8.27565460654325,8.582920060100793,8.27565460654325,11.907127159171354
1638,7922800320,2014-10-16,561750.0,5,1.75,2040,8996,0.0,2.0,1020,1020.0,1962,1962,98008,47.588,-122.118,1950,8270,58,58,True,16.4246179926491,6.6756323829282085,6.6756323829282085,21.15848676239229
1639,9542000030,2014-07-22,835100.0,4,2.5,2380,12573,0.0,0.0,2380,0.0,1963,1963,98005,47.5984,-122.176,2900,10700,57,57,False,11.973704746282165,2.2781602268784082,2.2781602268784082,19.62262200438638
1641,646910030,2014-11-04,238000.0,3,2.5,1650,2807,0.0,0.0,1650,0.0,2004,2004,98055,47.4328,-122.196,1460,1875,16,16,False,22.09474241810007,19.73649511998763,19.73649511998763,8.030966743291485
1642,5515600075,2014-12-05,299000.0,3,1.0,1510,142803,0.0,0.0,1510,0.0,1974,1974,98001,47.3192,-122.287,1330,46609,46,46,False,32.29773254285522,33.00066718218689,32.29773254285522,13.861916845691681
1643,1377300135,2014-10-17,570000.0,2,1.0,1100,6240,0.0,0.0,1100,0.0,1941,1941,98199,47.6446,-122.40299999999999,1250,6240,79,79,False,6.506892703147356,15.622488599157409,6.506892703147356,23.599969094387884
1644,5469501940,2014-06-04,340000.0,3,1.75,2190,12626,0.0,0.0,2190,0.0,1978,1978,98042,47.3845,-122.154,3110,14592,42,42,False,28.318497912750733,25.344163495189107,25.344163495189107,12.897444279430571
1646,6385910260,2014-09-10,272750.0,4,1.5,1800,8786,0.0,0.0,1330,470.0,1966,1966,98146,47.4982,-122.345,1780,8664,54,54,True,12.225245472621035,16.509180964233405,12.225245472621035,6.890987688255549
1647,5101402482,2014-07-24,520000.0,4,2.0,2000,6380,0.0,0.0,1860,140.0,1949,1949,98115,47.6956,-122.303,1600,6380,71,71,True,10.026551760017982,12.18012955675589,10.026551760017982,28.009709801263185
1648,9353300140,2014-06-18,284950.0,3,1.0,990,10723,0.0,0.0,990,0.0,1960,1960,98059,47.4887,-122.133,1460,10723,60,60,False,20.14273953441159,14.4428534012261,14.4428534012261,13.62765042119828
1649,5379801600,2015-04-24,255000.0,2,1.5,1480,9660,0.0,0.0,1480,0.0,1949,1949,98188,47.4577,-122.289,1990,9660,71,71,False,17.05891467950447,18.214539294419204,17.05891467950447,1.8381554178694652
1650,6082400260,2014-11-12,231500.0,2,1.0,1200,9488,0.0,0.0,1200,0.0,1941,1941,98168,47.4832,-122.29899999999999,1200,9488,79,79,False,14.132681419843163,15.941276641035518,14.132681419843163,4.411080901289752
1651,2025079033,2014-12-10,415000.0,1,2.0,3000,204732,0.0,2.0,3000,0.0,1979,1979,98014,47.6331,-121.945,2330,213008,41,41,False,29.35711153526272,19.31606812150658,19.31606812150658,34.053110293439694
1652,6181430800,2015-01-05,330000.0,4,2.5,3504,6000,0.0,0.0,3504,0.0,2006,2006,98001,47.3012,-122.285,2790,5231,14,14,False,34.30237700273448,34.936765788169204,34.30237700273448,15.867820556117994
1653,3649100473,2014-05-28,365000.0,3,1.5,1300,12240,0.0,0.0,1300,0.0,1963,1963,98028,47.736999999999995,-122.243,2040,9326,57,57,False,15.906565695775196,14.422875227573602,14.422875227573602,32.905106351105196
1654,2011400791,2014-10-07,425000.0,4,2.0,1330,9188,0.0,0.0,1330,0.0,1928,2004,98198,47.401,-122.319,1770,10419,92,16,False,23.0363343925311,24.90489518709019,23.0363343925311,4.904407584352309
1655,7549802030,2014-11-04,400000.0,4,1.75,1850,6480,0.0,0.0,1120,730.0,1958,1958,98108,47.5525,-122.31299999999999,1610,5040,62,62,True,6.388758892141234,10.595142595668252,6.388758892141234,12.137427912443213
1656,1898200030,2014-09-22,335000.0,4,2.5,2240,9701,0.0,0.0,2240,0.0,1989,1989,98023,47.3086,-122.39200000000001,2240,9410,31,31,False,33.54519310474259,36.486088602516695,33.54519310474259,16.464936362418534
1657,567000672,2014-09-30,342000.0,3,3.0,1260,1251,0.0,0.0,1040,220.0,2003,2003,98144,47.5943,-122.296,1780,7715,17,17,True,3.3068354559121573,7.3625654922900345,3.3068354559121573,16.757937749474113
1658,9126101740,2014-12-04,490000.0,8,5.0,2800,2580,0.0,0.0,1880,920.0,1997,1997,98122,47.6086,-122.303,1800,2580,23,23,True,2.410835280410747,7.668489220843718,2.410835280410747,18.341920501751428
1659,5127001600,2014-11-06,331500.0,4,1.75,1820,14319,0.0,0.0,1820,0.0,1969,1969,98059,47.4757,-122.148,1440,10018,51,51,False,20.33023015378041,15.47895329300469,15.47895329300469,12.085117827609944
1660,1925069121,2015-03-30,960000.0,3,2.5,1730,4102,1.0,4.0,1730,0.0,1996,1996,98074,47.645,-122.084,2340,16994,24,24,False,19.254684117362245,9.547626425349444,9.547626425349444,27.707912632726636
1661,7511210310,2014-07-09,720500.0,4,2.5,3350,35298,0.0,0.0,3350,0.0,1985,1985,98053,47.6506,-122.036,2620,35604,35,35,False,22.898947724577866,13.11729654559002,13.11729654559002,30.437991361379105
1662,65000260,2014-08-20,830000.0,3,2.5,3370,6550,0.0,2.0,2840,0.0,1912,2001,98126,47.5442,-122.38,1500,6550,108,19,False,7.847389732545616,15.3229871921109,7.847389732545616,12.637560625158729
1663,6372000060,2014-05-23,662990.0,3,1.75,1240,3600,0.0,0.0,1240,0.0,1926,1926,98116,47.5797,-122.405,1660,3600,94,94,False,6.10630093435875,15.686756192549666,6.10630093435875,17.002519907606114
1665,5649600435,2015-01-08,349950.0,5,2.0,1880,4179,0.0,0.0,940,940.0,1952,2000,98118,47.5536,-122.28299999999999,1350,5150,68,20,True,7.2009214060645,8.82543494272614,7.2009214060645,12.309732891084597
1666,2249500059,2015-01-07,550000.0,3,2.0,1810,2159,0.0,0.0,1010,800.0,1922,1922,98109,47.6273,-122.345,1810,2159,98,98,True,2.2663015480731,10.972909908192793,2.2663015480731,20.67695729298594
1667,1773100510,2014-09-15,396000.0,3,1.75,2340,5668,0.0,0.0,1200,1140.0,1941,1941,98106,47.5588,-122.36399999999999,860,4800,79,79,True,5.8803527824365665,13.517122860973297,5.8803527824365665,13.635935103034342
1668,9521100960,2015-01-16,635000.0,4,1.5,2820,4000,0.0,0.0,2820,0.0,1911,1911,98103,47.6638,-122.348,1470,1627,109,109,False,6.273370978899168,12.527370215061561,6.273370978899168,24.72127354407124
1669,1785500132,2014-11-18,293000.0,3,1.0,1020,7650,0.0,0.0,1020,0.0,1940,1940,98133,47.7198,-122.352,1440,7650,80,80,False,12.486059016128861,16.616468496053166,12.486059016128861,30.929801676583264
1671,7697920060,2014-06-30,285000.0,4,2.25,1830,8734,0.0,0.0,1830,0.0,1991,1991,98030,47.3679,-122.179,1870,7212,29,29,False,29.145845222544153,26.99451046463534,26.99451046463534,12.480667620758766
1672,9550202010,2014-07-10,775000.0,6,2.75,2980,5000,0.0,0.0,2480,500.0,1916,1916,98103,47.6684,-122.331,1470,5000,104,104,True,6.717762022153111,11.69584571761219,6.717762022153111,25.08362684447121
1673,1821059264,2014-06-26,224000.0,4,1.5,1600,9289,0.0,0.0,1600,0.0,1959,1959,98002,47.3107,-122.212,1540,9918,61,61,False,34.310433001377056,33.312617783249856,33.312617783249856,16.231224262403263
1674,5700003985,2014-10-29,2250000.0,4,3.5,4440,8125,0.0,3.0,3140,1300.0,1922,1922,98144,47.5744,-122.28299999999999,3990,8505,98,98,True,5.407151953621997,7.351758491266106,5.407151953621997,14.608461020801359
1675,2320069248,2014-07-01,165050.0,3,1.0,1200,8514,0.0,0.0,1200,0.0,1959,1959,98022,47.2043,-122.008,1210,8985,61,61,False,51.16735167352198,47.39496664455704,47.39496664455704,34.58513725797622
1676,2658000335,2014-10-27,275000.0,3,1.25,1230,4500,0.0,0.0,1230,0.0,1913,1913,98118,47.5301,-122.271,1310,5000,107,107,False,9.90496058738176,10.362520305680746,9.90496058738176,9.89003206355753
1677,1702901557,2014-09-11,445000.0,5,3.0,2930,5500,0.0,0.0,1750,1180.0,1951,1951,98118,47.5572,-122.281,1400,5500,69,69,True,6.954797547503649,8.436226585838394,6.954797547503649,12.724687779491068
1678,1774220350,2015-04-01,510000.0,3,2.25,2370,38639,0.0,0.0,1930,440.0,1978,1978,98077,47.771,-122.09899999999999,2900,37452,42,42,True,25.300877632538874,19.401961993060276,19.401961993060276,39.4290397841632
1679,7355700171,2014-06-10,1230000.0,4,2.5,3040,7000,0.0,0.0,3040,0.0,2001,2001,98040,47.5934,-122.244,2320,17511,19,19,False,7.0215819499623855,3.7546773751317835,3.7546773751317835,17.20558152176066
1680,3971701922,2014-10-29,390000.0,3,1.5,1610,13500,0.0,0.0,1060,550.0,1970,1970,98155,47.7674,-122.31,1540,11479,50,50,True,17.811673167916947,19.270417682133623,17.811673167916947,35.993738122837215
1681,3583300135,2014-05-13,460000.0,3,2.25,2350,10450,0.0,0.0,1390,960.0,1977,1977,98028,47.7433,-122.259,2250,10450,43,43,True,16.07775175462225,15.402119013049965,15.402119013049965,33.46325523623949
1682,9542000075,2015-03-27,700000.0,3,1.75,2000,14733,0.0,0.0,2000,0.0,1958,1958,98005,47.6001,-122.178,2620,14733,62,62,False,11.80869655468432,2.0472046863924493,2.0472046863924493,19.71734466981412
1683,4055700955,2014-06-22,874150.0,4,3.5,3530,14406,0.0,1.0,2570,960.0,1987,1987,98034,47.7073,-122.244,3170,15181,33,33,True,12.972943533114757,11.2480249937157,11.2480249937157,29.626714660310586
1684,4022902505,2014-07-31,470000.0,3,2.25,2220,9800,0.0,0.0,2220,0.0,1987,1987,98155,47.7635,-122.286,2420,10232,33,33,False,17.66566062787066,18.17346480974634,17.66566062787066,35.574277643933264
1686,2923039017,2014-07-17,510000.0,2,1.75,1210,131115,0.0,0.0,1210,0.0,1950,1950,98070,47.4599,-122.45,2020,185565,70,70,False,18.577621016933797,25.090139545964497,18.577621016933797,11.294114325220795
1687,2767604247,2014-07-11,467000.0,2,2.5,1140,1181,0.0,0.0,1140,0.0,2007,2007,98107,47.6713,-122.383,1220,1189,13,13,False,7.892215807326793,15.237719353825842,7.892215807326793,26.033916006239142
1688,5631500505,2014-06-16,576000.0,4,2.5,2440,28405,0.0,0.0,2440,0.0,2002,2002,98028,47.7386,-122.238,2480,11429,18,18,False,16.23103518519543,14.519799636579632,14.519799636579632,33.13319029366783
1689,3356406510,2014-05-30,196440.0,3,2.0,1560,7352,0.0,0.0,1560,0.0,1992,1992,98001,47.2804,-122.251,1120,7950,28,28,False,36.95147180237457,36.86336122509223,36.86336122509223,18.526294716887527
1690,7701990700,2014-12-31,825000.0,4,2.5,3210,18901,0.0,0.0,3210,0.0,1993,1993,98077,47.708999999999996,-122.073,3330,18901,27,27,False,22.605024701398662,14.540520711124325,14.540520711124325,34.117452523936024
1691,8835200800,2015-04-08,281000.0,2,1.0,930,2600,0.0,0.0,930,0.0,1981,1981,98034,47.7242,-122.161,1370,3488,39,39,False,18.346410076454536,12.992308925743545,12.992308925743545,32.92155804838689
1692,8902500118,2014-08-12,326000.0,3,2.5,1782,1577,0.0,0.0,1782,0.0,2000,2000,98125,47.7114,-122.301,1550,1744,20,20,False,11.770059242724482,13.505764138357934,11.770059242724482,29.765347139907366
1693,2822079012,2015-04-10,340000.0,3,1.75,1740,46580,0.0,0.0,1740,0.0,1980,1980,98010,47.3583,-121.927,1576,54685,40,40,False,41.34760925487319,34.74304639501398,34.74304639501398,29.730117471654896
